SpineBase							SpineMid							Neck							Head							ShoulderLeft							ElbowLeft							WristLeft							HandLeft							ShoulderRight							ElbowRight							WristRight							HandRight							HipLeft							KneeLeft							AnkleLeft							FootLeft							HipRight							KneeRight							AnkleRight							FootRight							SpineShoulder							HandTipLeft							ThumbLeft							HandTipRight							ThumbRight							
Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;
0.1362832;-0.3177221;0.8107148;0.0346468;0.9950678;0.04243127;-0.08270068;
0.1558223;-0.06207104;0.8309594;0.0360993;0.9973394;0.04120261;-0.04809787;
0.1691442;0.1794116;0.8330138;0.0219223;0.9995692;-0.0133699;-0.01421559;
0.1822425;0.2966379;0.7728551;0;0;0;0;
0.002641047;0.1004431;0.8027855;0.7470539;-0.6577512;0.05110202;-0.08162298;
-0.05745883;-0.06712519;0.7965515;0.9804294;-0.1721703;0.0954688;-0.00108281;
-0.04015366;-0.2896169;0.8068266;0.6189195;0.04209046;0.7841592;-0.01617111;
-0.03718292;-0.3278588;0.8081729;0.6191502;0.03778245;0.7841201;-0.01952245;
0.332738;0.04826361;0.788683;0.8308732;0.5424729;-0.06118101;-0.1078414;
0.3371181;-0.1804843;0.7067018;0.9693414;-0.02158853;0.1760266;-0.1700759;
0.2805451;-0.3297394;0.6296718;-0.4314264;-0.1275082;0.8572886;0.2503381;
0.2743342;-0.3410852;0.6176757;-0.416621;-0.2438728;0.8049836;0.3448977;
0.05609623;-0.2976252;0.7967096;-0.6156504;0.7817916;-0.03359907;0.09299239;
-0.176015;-0.4138452;0.8823194;0.1281394;0.1070141;0.834372;0.5253108;
-0.06216905;-0.6588762;0.8543885;0.9216126;0.2203159;-0.3188625;0.02043864;
0.01030339;-0.5777051;0.7835124;0;0;0;0;
0.2068823;-0.3164596;0.7701549;0.6865617;0.677722;-0.1445023;-0.2201023;
0.4777301;-0.1864831;0.575151;0.0263606;0.5130957;-0.5637862;0.6466706;
0.7315379;-0.07162275;0.407756;0.5484135;0.5427507;0.1501357;-0.6181614;
0.7068743;-0.1086795;0.3098072;0;0;0;0;
0.1665975;0.1208705;0.8346171;0.02927023;0.9994271;0.01037735;-0.01345325;
-0.03706916;-0.3983611;0.809199;0;0;0;0;
-0.006322551;-0.3131086;0.7913334;0;0;0;0;
0.244416;-0.3583545;0.6108559;0;0;0;0;
0.2488455;-0.3273541;0.6325555;0;0;0;0;

0.1362503;-0.3177198;0.8107098;0.03460712;0.995071;0.04243389;-0.08267678;
0.1557714;-0.0620321;0.8309608;0.03606069;0.9973429;0.04120576;-0.04805076;
0.1691705;0.1794837;0.8331082;0.02222666;0.9995676;-0.01307151;-0.01412977;
0.1823738;0.2969934;0.773149;0;0;0;0;
0.002618567;0.1005346;0.8027732;0.7470095;-0.6577687;0.05112673;-0.08187358;
-0.05481245;-0.06776997;0.7993459;0.9847269;-0.1639498;0.05859403;-2.850117E-05;
-0.0382495;-0.2936635;0.8056279;0.6706474;0.03483304;0.7407441;-0.0178038;
-0.0376856;-0.3310942;0.8072475;0.6712313;0.02107322;0.7408944;0.008935613;
0.33271;0.04823931;0.7887043;0.8310192;0.5422275;-0.06105557;-0.1080214;
0.3369418;-0.1805116;0.7068428;0.9697644;-0.02148127;0.1739223;-0.1698425;
0.2799959;-0.3297375;0.6301062;-0.4693536;-0.114912;0.8371226;0.256375;
0.2744727;-0.3416288;0.6185082;-0.4608347;-0.2258962;0.7920155;0.3306263;
0.05608284;-0.2976256;0.796703;-0.6156409;0.7817947;-0.03361086;0.09302517;
-0.1753792;-0.4155636;0.8816862;0.1276815;0.106119;0.8363281;0.5224859;
-0.06141971;-0.6605252;0.8539808;0.9216307;0.2204209;-0.318709;0.02088057;
0.01089015;-0.5791141;0.7831427;0;0;0;0;
0.2068457;-0.316455;0.7701595;0.6865551;0.6777439;-0.1444833;-0.2200678;
0.4785034;-0.1865544;0.5764532;0.02915579;0.5133242;-0.5636895;0.6464537;
0.7330709;-0.07179207;0.4103234;0.5479869;0.5436085;0.152021;-0.6173246;
0.7084481;-0.1088566;0.3123108;0;0;0;0;
0.1665875;0.1209433;0.8346769;0.02937464;0.9994235;0.01053381;-0.01337361;
-0.02805646;-0.4017852;0.803072;0;0;0;0;
-0.001655175;-0.3011343;0.7860063;0;0;0;0;
0.2448317;-0.3589421;0.6118558;0;0;0;0;
0.24853;-0.3221482;0.6305894;0;0;0;0;

0.1361541;-0.3177767;0.8106863;0.03468826;0.995048;0.04249846;-0.08288532;
0.1557289;-0.06202543;0.8309681;0.03614754;0.9973314;0.04126438;-0.04817485;
0.1692386;0.179543;0.8332604;0.02270341;0.999564;-0.01250375;-0.01414572;
0.1825565;0.2973911;0.773419;0;0;0;0;
0.002572799;0.1005391;0.8028271;0.7470931;-0.6576594;0.05098926;-0.08207328;
-0.05117991;-0.06870089;0.8030913;0.9881147;-0.1531391;0.01303744;0.002773679;
-0.03707097;-0.2942505;0.8055807;0.6440143;0.02433628;0.7643559;-0.02033213;
-0.03767721;-0.3319436;0.8074139;0.6450139;0.01337582;0.7637424;0.02181209;
0.3326933;0.04823225;0.788727;0.8311088;0.5420495;-0.06096975;-0.1082738;
0.3367811;-0.1806588;0.7072017;0.9698161;-0.02172316;0.1743713;-0.1690551;
0.2796009;-0.3298873;0.630604;-0.4327663;-0.125188;0.8565899;0.2515853;
0.274681;-0.3431119;0.621262;-0.4367039;-0.1880051;0.8366783;0.2718697;
0.05603695;-0.2976992;0.7967049;-0.6156611;0.781788;-0.03352323;0.09297894;
-0.1746958;-0.4168937;0.8817739;0.1279169;0.1063678;0.8376867;0.5201963;
-0.06067305;-0.6618721;0.85425;0.9215697;0.2203999;-0.3188735;0.02128106;
0.01146556;-0.580294;0.7833876;0;0;0;0;
0.2067109;-0.3164886;0.7701135;0.6864337;0.6777667;-0.1445574;-0.2203278;
0.4808662;-0.1905625;0.5777062;0.0308158;0.5080418;-0.5684102;0.6464162;
