SpineBase							SpineMid							Neck							Head							ShoulderLeft							ElbowLeft							WristLeft							HandLeft							ShoulderRight							ElbowRight							WristRight							HandRight							HipLeft							KneeLeft							AnkleLeft							FootLeft							HipRight							KneeRight							AnkleRight							FootRight							SpineShoulder							HandTipLeft							ThumbLeft							HandTipRight							ThumbRight							
Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;Position.X;Position.Y;Position.Z;Orientation.X;Orientation.Y;Orientation.Z;Orientation.W;
-0.04694325;-0.2803377;1.078434;-0.05727443;0.9772078;-0.04276941;0.1998884;-0.07016654;-0.03797141;1.052359;-0.05718846;0.9776071;-0.0428843;0.1979262;-0.090784;0.1941017;1.014032;-0.06114627;0.9743488;-0.08899276;0.1974484;-0.08789863;0.3195917;0.9569637;0;0;0;0;-0.2120731;0.08287382;0.9771363;0.8062682;-0.5539913;0.1945906;-0.07183033;-0.2351614;-0.09169995;0.8835537;0.911484;0.02554623;-0.3269697;-0.248264;-0.1856695;-0.279736;0.7144704;0.2414412;-0.3138892;0.8980964;-0.1913174;-0.1588629;-0.3233861;0.6765409;0.2036231;-0.2652707;0.8949602;-0.2953221;0.07065853;0.1339105;1.094141;0.7064979;0.6756865;0.1087731;0.1802134;0.1350568;-0.1180042;1.114752;0.8562632;0.1276294;0.4997208;-0.02834341;0.1734001;-0.329715;1.105241;0.868417;0.06711755;0.4872042;-0.06308087;0.1942087;-0.3938938;1.12003;0.8505819;0.1873282;0.4910237;0.01772397;-0.1065925;-0.2757934;1.025414;-0.6388757;0.6825659;-0.2518208;0.2500556;-0.1084829;-0.5715322;1.074642;0.8347569;-0.04765001;-0.5444126;0.06727166;-0.11252;-0.8522314;1.142322;0.8191831;-0.07250644;-0.561215;0.09337941;-0.07526833;-0.8953618;1.052518;0;0;0;0;0.01492089;-0.2709494;1.077671;0.6507311;0.75743;-0.03918614;0.03623763;0.03287175;-0.522832;1.121727;0.5468577;0.09144231;0.8320218;0.01801826;0.0553736;-0.8403474;1.206951;0.562435;0.1270047;0.8157495;0.04571109;0.09468092;-0.8846112;1.118524;0;0;0;0;-0.08592925;0.1376632;1.025448;-0.05844252;0.9764981;-0.06546354;0.1968512;-0.1409718;-0.3516981;0.6340868;0;0;0;0;-0.1262872;-0.3343505;0.7076668;0;0;0;0;0.193424;-0.4378753;1.104543;0;0;0;0;0.2159594;-0.3962965;1.0918;0;0;0;0;
-0.04009344;-0.2810431;1.087212;-0.05629382;0.9777859;-0.03372096;0.1990693;-0.06361562;-0.0397917;1.065711;-0.05607518;0.9790494;-0.0340833;0.1927594;-0.08542021;0.1912838;1.032231;-0.06163456;0.9770626;-0.07909886;0.1878651;-0.07889532;0.3164445;0.9726468;0;0;0;0;-0.2073082;0.0821747;0.9985626;0.8074417;-0.5591776;0.1760231;-0.06613807;-0.2257974;-0.09015333;0.8995683;0.8932025;0.0529869;-0.365897;-0.2559315;-0.1814536;-0.2778271;0.7187505;0.820554;-0.08999586;0.4262138;-0.3700454;-0.1581305;-0.3233443;0.6783563;0.796194;-0.001557552;0.463983;-0.3883202;0.07563552;0.1341059;1.109759;0.7001398;0.6833916;0.1119982;0.1738869;0.1482285;-0.1156886;1.128268;0.8793638;0.1414649;0.4534804;-0.03259622;0.1864494;-0.3300108;1.11181;0.8957405;0.06261592;0.4341454;-0.07242848;0.2085913;-0.3948247;1.125496;0.878343;0.1890156;0.4387406;0.01712761;-0.1005311;-0.276368;1.034092;-0.6410316;0.6817624;-0.245105;0.2533812;-0.09515379;-0.5338415;1.055181;0.8342893;-0.01377588;-0.5497133;0.03983616;-0.09149075;-0.8594181;1.111692;0.815412;-0.04475814;-0.5724572;0.07343534;-0.05531985;-0.9002473;1.018197;0;0;0;0;0.02220983;-0.2718482;1.08653;0.6526298;0.75638;-0.03283748;0.02975592;0.03827202;-0.5239941;1.126972;0.5477207;0.0835745;0.8322971;0.01728769;0.05872918;-0.8429368;1.20795;0.5711432;0.119243;0.8108547;0.04573033;0.09603907;-0.8877819;1.118229;0;0;0;0;-0.08021258;0.135036;1.042433;-0.05854335;0.9789774;-0.05591544;0.1872146;-0.1449326;-0.3550343;0.6413491;0;0;0;0;-0.1386487;-0.2874703;0.6819273;0;0;0;0;0.2080532;-0.4403477;1.111367;0;0;0;0;0.2258914;-0.4020866;1.092937;0;0;0;0;
-0.03528083;-0.280228;1.093328;-0.05891152;0.9777131;-0.03969059;0.1975633;-0.05954719;-0.03884104;1.068726;-0.05885819;0.9779775;-0.03976965;0.1962504;-0.08168783;0.1924911;1.033003;-0.06304609;0.9749892;-0.08263079;0.1964519;-0.07049303;0.3174367;0.985649;0;0;0;0;-0.2056761;0.08282699;0.9973752;0.8046008;-0.5606696;0.18356;-0.06762318;-0.2219043;-0.09625524;0.9120909;0.8554978;0.06860774;-0.4669513;-0.2130091;-0.1800025;-0.2771464;0.7239139;0.8244766;-0.09270623;0.4029447;-0.3863671;-0.1596064;-0.3234223;0.6883147;0.8210001;0.007595755;0.4473129;-0.3547002;0.07875562;0.1339544;1.115162;0.7016983;0.6781982;0.1185532;0.1833355;0.1542596;-0.1150197;1.132812;0.8834904;0.1462254;0.4436545;-0.03512433;0.193276;-0.3296351;1.114629;0.7657157;0.04225856;0.635544;-0.08931784;0.2155127;-0.3947943;1.127705;0.7392772;0.184093;0.6468098;-0.03487406;-0.09573868;-0.2754347;1.040382;-0.6396556;0.6835821;-0.2471252;0.2499708;-0.09273124;-0.5335512;1.058752;0.8335109;-0.0147436;-0.5513297;0.03282901;-0.09182543;-0.8598678;1.111854;0.8196943;-0.04471138;-0.5671045;0.06704154;-0.05459541;-0.9002128;1.018558;0;0;0;0;0.02676889;-0.2712493;1.092415;0.6533994;0.7553111;-0.03836066;0.03320847;0.04112067;-0.5248515;1.128354;0.5494537;0.07407869;0.832093;0.01529969;0.05959237;-0.845539;1.203657;0.5669698;0.1104482;0.8151945;0.04247727;0.09784925;-0.8891221;1.113562;0;0;0;0;-0.07647832;0.1361541;1.043708;-0.06080241;0.9769333;-0.05992117;0.1957395;-0.1443894;-0.3539686;0.6473442;0;0;0;0;-0.139869;-0.2907487;0.6816601;0;0;0;0;0.216907;-0.4370134;1.111134;0;0;0;0;0.2363418;-0.3925107;1.098833;0;0;0;0;
-0.02944612;-0.2790259;1.101627;-0.05979018;0.9793341;-0.0446468;0.1879802;-0.05397234;-0.03727753;1.074754;-0.05979784;0.9793019;-0.04463655;0.188148;-0.07677459;0.1943702;1.036436;-0.0650473;0.9757113;-0.08792451;0.1898039;-0.05996992;0.3211459;1.002037;0;0;0;0;-0.2012831;0.08516408;1.006621;0.8060119;-0.5627427;0.1760175;-0.05180059;-0.2213305;-0.0950817;0.9252735;0.8617786;0.0529486;-0.4590755;-0.2092459;-0.1791017;-0.2778697;0.7391279;0.816123;-0.09944547;0.4239852;-0.3798558;-0.1606487;-0.3262794;0.7050654;0.8214771;-0.005941875;0.4642872;-0.3310248;0.08202019;0.1339171;1.120056;0.705678;0.6724593;0.1181055;0.1893887;0.1593153;-0.1145912;1.136603;0.8813002;0.148279;0.4469748;-0.03920399;0.2003639;-0.3292453;1.117479;0.7490075;0.04200459;0.6543846;-0.09489008;0.2235851;-0.3969744;1.129944;0.7226689;0.178654;0.6661195;-0.0460136;-0.09070234;-0.2742546;1.049824;-0.6407086;0.6867718;-0.2445565;0.2408926;-0.09090212;-0.5336271;1.062111;0.8278263;-0.01358661;-0.5604851;0.01938083;-0.09376629;-0.8614084;1.107563;0.8164555;-0.04310657;-0.573274;0.05384361;-0.05821202;-0.9008025;1.012788;0;0;0;0;0.03312628;-0.2701553;1.099671;0.6539199;0.754445;-0.04735048;0.03097435;0.0474845;-0.5249256;1.131537;0.5583053;0.06712667;0.8268347;0.01156205;0.06613711;-0.8469907;1.2017;0.5730711;0.1037419;0.8120041;0.03842648;0.1031258;-0.8897525;1.110303;0;0;0;0;-0.07136802;0.1379642;1.047778;-0.06256473;0.9777827;-0.06532815;0.1891002;-0.1437174;-0.3558302;0.6651939;0;0;0;0;-0.1372467;-0.3093013;0.68625;0;0;0;0;0.2237992;-0.4375114;1.111796;0;0;0;0;0.2460087;-0.3837022;1.10575;0;0;0;0;
-0.02361582;-0.276243;1.10931;-0.03751136;0.9854879;-0.01005846;0.1652434;-0.04092046;-0.03190805;1.101413;-0.03734004;0.9880836;-0.01067689;0.1489377;-0.05658742;0.2019207;1.087089;-0.04941027;0.9881666;-0.05913754;0.1326209;-0.0489491;0.3254743;1.017535;0;0;0;0;-0.1865567;0.09632212;1.061255;0.8091174;-0.5740556;0.1090657;-0.06240055;-0.1967052;-0.08676957;0.9300662;0.9025463;0.07467622;-0.3023817;-0.2973197;-0.1687156;-0.2588267;0.772193;0.3280329;-0.3150108;0.8707404;-0.1870132;-0.167717;-0.3126121;0.7433109;0.34817;-0.2246006;0.9051105;-0.0954325;0.1016431;0.1325225;1.14063;0.7282462;0.6698325;0.09738019;0.1072326;0.172822;-0.1187114;1.146957;0.889134;0.1288907;0.4363085;-0.04962778;0.2094852;-0.3312166;1.123065;0.7654763;0.02999793;0.6354291;-0.09683012;0.2312816;-0.3973359;1.132662;0.7420197;0.164166;0.6479363;-0.05133099;-0.08506946;-0.2701451;1.061458;-0.6436657;0.6926951;-0.2160286;0.2433099;-0.08761978;-0.5307215;1.067623;0.8147339;-0.01084237;-0.5796939;0.006799499;-0.09318137;-0.8598169;1.105369;0.7850887;-0.0418604;-0.6166918;0.03968033;-0.06845217;-0.8975063;1.00536;0;0;0;0;0.03881633;-0.2685533;1.104282;0.6614669;0.7487828;-0.03915231;-0.01590586;0.05603849;-0.5275561;1.136158;0.5781569;0.06891368;0.8129656;0.008507706;0.07797288;-0.8488226;1.204937;0.6124258;0.1034094;0.7827963;0.03835448;0.1054237;-0.8892455;1.10912;0;0;0;0;-0.05189334;0.1453318;1.094533;-0.03319166;0.9904852;-0.01509633;0.1327004;-0.1528456;-0.3406491;0.7078649;0;0;0;0;-0.1344936;-0.3190025;0.774125;0;0;0;0;0.2296626;-0.4377236;1.112531;0;0;0;0;0.2528669;-0.3903765;1.106154;0;0;0;0;
-0.0179972;-0.2729052;1.117965;-0.03588761;0.9890518;-0.007978767;0.1429159;-0.034812;-0.02884127;1.111592;-0.03581938;0.9902166;-0.008279731;0.1346086;-0.0515437;0.2042085;1.094038;-0.04254458;0.9895304;-0.05299935;0.1273208;-0.03563854;0.3305726;1.033985;0;0;0;0;-0.1829221;0.09926208;1.070611;0.8075176;-0.5776663;0.1086981;-0.04900505;-0.195988;-0.09101677;0.9524925;0.9069504;0.06219201;-0.3186312;-0.2684161;-0.1675317;-0.2702589;0.8030525;0.3735169;-0.2849646;0.8612182;-0.1938647;-0.1685059;-0.3225541;0.7701532;0.4006695;-0.2552537;0.8732853;-0.1080854;0.111394;0.1317843;1.147779;0.7341527;0.6636958;0.08898303;0.1122926;0.1803513;-0.1202272;1.151116;0.8891316;0.1222913;0.4378093;-0.05303465;0.2163936;-0.3322381;1.126396;0.8634057;0.04411575;0.4942003;-0.09138126;0.2380218;-0.3990184;1.134613;0.8483703;0.1635398;0.5027094;-0.02838645;-0.08053452;-0.2655697;1.072896;-0.6417537;0.7023811;-0.2019553;0.2324371;-0.08290502;-0.5268709;1.075616;0.8011705;-0.006747973;-0.5983964;0.001455126;-0.08808516;-0.8566984;1.109019;0.7818989;-0.03750324;-0.6213122;0.03462327;-0.06442183;-0.8935289;1.008041;0;0;0;0;0.04499709;-0.2666354;1.110047;0.6693289;0.7402784;-0.05349032;-0.03354976;0.05832076;-0.5278363;1.137495;0.59661;0.05707733;0.8004249;0.01089484;0.07560178;-0.8500761;1.200437;0.6193289;0.09173226;0.7787682;0.0392058;0.1010393;-0.8896114;1.103267;0;0;0;0;-0.04748954;0.1473971;1.100673;-0.03947235;0.9908144;-0.02607858;0.1266838;-0.1496362;-0.3525735;0.7348415;0;0;0;0;-0.1362632;-0.3225106;0.7967142;0;0;0;0;0.2336807;-0.437419;1.113258;0;0;0;0;0.2578688;-0.3973034;1.106;0;0;0;0;
-0.0109589;-0.2700322;1.129374;-0.03769514;0.9921502;-0.01290155;0.1185357;-0.02849438;-0.02637678;1.120932;-0.03767629;0.9923219;-0.01295649;0.1170893;-0.04558861;0.2066499;1.100926;-0.04219556;0.9906712;-0.05598439;0.1168582;-0.0230945;0.3352134;1.048343;0;0;0;0;-0.1782496;0.1030175;1.081511;0.8054231;-0.5825256;0.10293;-0.03691868;-0.1973215;-0.09318876;0.9799659;0.9025453;0.04567753;-0.3575205;-0.2355941;-0.1723101;-0.2760122;0.8402997;0.2633291;-0.2904608;0.9086562;-0.1436464;-0.1784846;-0.3125571;0.8178355;0.3065659;-0.279524;0.9097424;-0.01589207;0.1185283;0.1314822;1.152678;0.7406625;0.6579599;0.07890873;0.1108214;0.1887542;-0.1201373;1.155544;0.9021337;0.1258153;0.4095373;-0.05103502;0.2220169;-0.3326011;1.129295;0.8985707;0.04349085;0.4276848;-0.08811904;0.2443652;-0.4009453;1.137036;0.8848691;0.1645429;0.4353313;-0.02046439;-0.07440761;-0.2636742;1.087318;-0.6489221;0.7039118;-0.1930869;0.2147684;-0.07805828;-0.526193;1.081359;0.7852169;0.001566357;-0.6190778;-0.0132142;-0.08460383;-0.8574145;1.103815;0.7761171;-0.02897527;-0.6296032;0.02006315;-0.06310003;-0.8921219;1.000974;0;0;0;0;0.05258026;-0.2633913;1.11823;0.6658702;0.7409304;-0.07358792;-0.04715771;0.07117431;-0.5336956;1.148957;0.6159846;0.06551662;0.7849885;0.007977442;0.0934867;-0.8457045;1.211253;0.6252144;0.09847318;0.773452;0.0343768;0.1178498;-0.8854509;1.113769;0;0;0;0;-0.04154075;0.1498134;1.107859;-0.04091994;0.9918562;-0.03240725;0.1161748;-0.1614688;-0.3283087;0.7921167;0;0;0;0;-0.1446969;-0.329189;0.8526667;0;0;0;0;0.2383748;-0.437933;1.115574;0;0;0;0;0.2593788;-0.4091764;1.102679;0;0;0;0;
-0.00840951;-0.2663982;1.13938;-0.01938428;0.9962552;-0.003138298;0.08420163;-0.01775879;-0.02116641;1.137044;-0.01935902;0.9968862;-0.003290535;0.07636984;-0.02196704;0.2141951;1.124889;-0.006910584;0.9967484;-0.04057233;0.06927362;-0.0099016;0.3401006;1.062978;0;0;0;0;-0.159985;0.1177609;1.122476;0.7958478;-0.6038766;0.04419722;0.002438185;-0.1942706;-0.08927923;1.018969;0.9200578;0.001151208;-0.3096637;-0.2400015;-0.1773888;-0.2757334;0.8864466;0.2744099;-0.2794035;0.9116696;-0.1244649;-0.18828;-0.3141984;0.8636598;0.3279347;-0.2850958;0.9002317;0.02760416;0.140015;0.1305593;1.166167;0.7576156;0.6433536;0.06419569;0.08940728;0.2002246;-0.1239196;1.162545;0.8908412;0.1008629;0.4392288;-0.05750444;0.2300791;-0.3342769;1.134278;0.896834;0.03430741;0.4317454;-0.09004306;0.2509963;-0.4015384;1.140489;0.8844159;0.1538789;0.4397823;-0.0268554;-0.0722518;-0.258135;1.102136;-0.6442549;0.7187353;-0.1714139;0.1974145;-0.1028057;-0.5163841;1.019367;0.7425907;0.05847692;-0.6493909;-0.1530719;-0.1423546;-0.8418183;0.9447874;0.7451922;0.02925797;-0.6547295;-0.1231341;-0.1320104;-0.8585151;0.8326863;0;0;0;0;0.05517713;-0.2615406;1.123873;0.6748005;0.7283458;-0.0873879;-0.08074665;0.07297359;-0.5336703;1.15129;0.6439596;0.05926604;0.7627239;0.007472966;0.09431373;-0.8458575;1.209381;0.6558287;0.09117258;0.7485619;0.03509068;0.1103926;-0.8856785;1.109607;0;0;0;0;-0.02149697;0.156748;1.129606;-0.01191144;0.9973495;-0.02011255;0.06890293;-0.1757009;-0.3319325;0.834157;0;0;0;0;-0.1536355;-0.3289219;0.9038696;0;0;0;0;0.2444739;-0.439606;1.119147;0;0;0;0;0.2658709;-0.4095007;1.107222;0;0;0;0;
-0.006554344;-0.2635167;1.149168;-0.01001695;0.9978601;-0.002807051;0.06455258;-0.01137342;-0.01805704;1.147475;-0.01001352;0.997938;-0.002819251;0.06333706;-0.01386179;0.217005;1.133662;-0.006760905;0.996955;-0.04619502;0.06245833;0.001908582;0.3446376;1.076553;0;0;0;0;-0.1554466;0.1213715;1.132546;0.7926393;-0.6081197;0.04338391;0.005585162;-0.1949364;-0.09299576;1.04617;0.9263386;-0.02093866;-0.3147052;-0.2059592;-0.1828201;-0.2897993;0.9281237;0.2404191;-0.2513215;0.9329433;-0.09302161;-0.1936045;-0.3303776;0.9056553;0.2829272;-0.2689074;0.9197878;0.04039145;0.1487507;0.131177;1.172316;0.7628537;0.638728;0.05440263;0.08438747;0.2066344;-0.1238544;1.167343;0.8852811;0.09484843;0.4514286;-0.05910398;0.235796;-0.3344589;1.138147;0.886112;0.02964581;0.453294;-0.09193085;0.2561098;-0.403082;1.143651;0.8746313;0.1446408;0.4615662;-0.03249168;-0.07118472;-0.2543291;1.114015;-0.6414767;0.7264435;-0.1629402;0.1850351;-0.1058104;-0.5117341;1.028951;0.7299476;0.05846534;-0.6618907;-0.1601842;-0.150351;-0.8360378;0.9514518;0.7410429;0.0272187;-0.6579368;-0.1312779;-0.1415972;-0.8525609;0.8389787;0;0;0;0;0.05767591;-0.2599404;1.130804;0.680698;0.7193343;-0.09960685;-0.09636863;0.07354504;-0.5336471;1.153465;0.6595435;0.05003867;0.7499785;0.005547279;0.09272759;-0.846904;1.205968;0.6622545;0.08198333;0.7440726;0.03245918;0.1069535;-0.8854986;1.104991;0;0;0;0;-0.01341806;0.159704;1.139012;-0.007218291;0.9977539;-0.02337906;0.06235771;-0.1813366;-0.3528881;0.8825777;0;0;0;0;-0.1572896;-0.3484021;0.9484736;0;0;0;0;0.2507222;-0.4408037;1.121631;0;0;0;0;0.2720531;-0.4015679;1.115111;0;0;0;0;
-0.005239004;-0.2622557;1.158581;-0.00114767;0.9987406;-0.002390945;0.05010241;-0.00574462;-0.01596148;1.157376;-0.001144604;0.998804;-0.002392414;0.048822;-0.00409402;0.2202495;1.144381;0.002943609;0.9978811;-0.04431631;0.04754618;0.01310846;0.3484409;1.089542;0;0;0;0;-0.1495779;0.1276561;1.148451;0.7851982;-0.6183805;0.02768804;0.0174027;-0.1953705;-0.09436013;1.078162;0.914448;-0.03567043;-0.362642;-0.1760773;-0.1947448;-0.2900597;0.9766909;0.7892357;-0.1369611;0.5665553;-0.1932974;-0.2061364;-0.3344308;0.9606507;0.8053792;-0.1946323;0.5553819;-0.07094925;0.1580041;0.1313294;1.179549;0.76862;0.6332464;0.04654755;0.07781814;0.213271;-0.1242676;1.173546;0.874367;0.08794428;0.4733494;-0.06073308;0.2415131;-0.3351314;1.142555;0.8827103;0.02509384;0.4595883;-0.0947174;0.2606963;-0.4038718;1.14772;0.8726581;0.1365441;0.4677713;-0.03183532;-0.07071763;-0.2538209;1.125116;-0.6467113;0.7260271;-0.1574343;0.1728106;-0.1065358;-0.5151241;1.070326;0.7309464;0.01998053;-0.6713643;-0.1207808;-0.1525746;-0.8443558;1.031115;0.7345111;-0.01121552;-0.6725076;-0.09000672;-0.147074;-0.8671643;0.9203099;0;0;0;0;0.0598841;-0.2583428;1.138279;0.6784507;0.7190881;-0.1052188;-0.1074523;0.07440493;-0.5330706;1.156977;0.6707991;0.04284402;0.7403934;0.003254551;0.09210934;-0.8473117;1.204913;0.6725835;0.07456434;0.7356282;0.03037655;0.103363;-0.8850334;1.102823;0;0;0;0;-0.004677666;0.1626274;1.149482;0.001929952;0.9986177;-0.02220309;0.04760273;-0.1936081;-0.3602708;0.9313584;0;0;0;0;-0.1638496;-0.3602755;0.9336925;0;0;0;0;0.2549318;-0.4417267;1.125232;0;0;0;0;0.2766801;-0.4028255;1.120684;0;0;0;0;
