SpineBase;;;SpineMid;;;Neck;;;Head;;;ShoulderLeft;;;ElbowLeft;;;WristLeft;;;HandLeft;;;ShoulderRight;;;ElbowRight;;;WristRight;;;HandRight;;;HipLeft;;;KneeLeft;;;AnkleLeft;;;FootLeft;;;HipRight;;;KneeRight;;;AnkleRight;;;FootRight;;;SpineShoulder;;;HandTipLeft;;;ThumbLeft;;;HandTipRight;;;ThumbRight;;;
X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;
-0.1145937;-0.3872436;0.8452429;-0.1145922;-0.1321162;0.8983505;-0.1128105;0.1099196;0.9343484;-0.1158444;0.2586324;0.8897495;-0.2824461;-0.03018898;0.8892958;-0.3571154;-0.2410151;0.8245388;-0.5595134;-0.182612;0.9133087;-0.6108597;-0.1896678;0.9250003;0.06277172;-0.01311743;0.9229554;0.1393628;-0.2418392;0.8948428;0.1570888;-0.4228983;0.8109356;0.1541506;-0.4381407;0.7967086;-0.1912236;-0.3788553;0.8121811;-0.5346895;-0.3700334;0.8766479;-0.9047815;-0.3729838;0.9713089;-0.9589624;-0.3356411;0.8677311;-0.03067954;-0.3712865;0.8251805;-0.3696709;-0.3750174;0.758691;-0.7810542;-0.3910072;0.7036864;-0.8038923;-0.3548791;0.5825963;-0.1134832;0.05123442;0.9275647;-0.6580893;-0.1395063;0.968097;-0.5990045;-0.2073101;0.93975;0.1885218;-0.4620088;0.7906246;0.1832334;-0.4138736;0.7965715;
-0.110952;-0.3825808;0.8813642;-0.1149547;-0.1311042;0.9081197;-0.1136775;0.1101805;0.933413;-0.1177808;0.258608;0.8877913;-0.2865353;-0.0149564;0.8915935;-0.3517751;-0.2294173;0.8264138;-0.5411727;-0.2265658;0.861981;-0.5611405;-0.2145574;0.9018821;0.06164468;-0.007738704;0.9245012;0.1393945;-0.2411676;0.8950118;0.1627582;-0.4233593;0.8138484;0.1586685;-0.4453627;0.8089646;-0.1870776;-0.3717687;0.8503945;-0.4544387;-0.2813435;0.8111042;-0.8630081;-0.1606768;0.7864109;-0.8783463;-0.1214793;0.6613016;-0.02805205;-0.3699051;0.8592359;-0.3741137;-0.3965004;0.7440904;-0.7097508;-0.4297888;0.6501135;-0.7268688;-0.4012951;0.5190455;-0.1141042;0.05138993;0.9275624;-0.6519907;-0.2019562;0.9305606;-0.5664501;-0.2839333;0.8856;0.204144;-0.4722075;0.8019359;0.1957003;-0.4199034;0.8092222;
-0.1095368;-0.38089;0.8836433;-0.1142637;-0.1300061;0.910358;-0.1139365;0.1102779;0.932851;-0.1193734;0.2582985;0.8863185;-0.2872386;-0.01253888;0.8923432;-0.350325;-0.2265784;0.8273217;-0.5596604;-0.313877;0.8424729;-0.5646373;-0.35544;0.8891476;0.06131934;-0.004892288;0.9253768;0.1395506;-0.2404973;0.895312;0.166787;-0.4235286;0.8165017;0.1636297;-0.4446336;0.8120658;-0.1859289;-0.3704975;0.8527504;-0.4470596;-0.2838401;0.8107311;-0.8389268;-0.1706333;0.7820586;-0.8562409;-0.131066;0.6538758;-0.02651005;-0.3681536;0.8615631;-0.3744168;-0.3986598;0.7431804;-0.6832339;-0.4321978;0.6534706;-0.7012795;-0.4041742;0.5192634;-0.1141981;0.05153427;0.927388;-0.6216403;-0.2849295;0.9224803;-0.5448637;-0.3624445;0.9032857;0.1994607;-0.4638302;0.792331;0.1976099;-0.4157738;0.8019438;
-0.09202883;-0.3768662;0.8941391;-0.101406;-0.1291661;0.9218684;-0.1086559;0.1079262;0.936416;-0.1179052;0.2554374;0.8870839;-0.2786633;-0.01383204;0.8997044;-0.3344979;-0.2199524;0.8449534;-0.5186329;-0.2453728;0.8926952;-0.5620822;-0.2356461;0.9280077;0.06704365;-0.004005769;0.928706;0.1527463;-0.2413069;0.9023312;0.1891816;-0.4238624;0.8285434;0.1852898;-0.4481981;0.8222588;-0.1692098;-0.367761;0.8655887;-0.457886;-0.3307446;0.8573166;-0.8182458;-0.2971864;0.8752627;-0.8582053;-0.2626239;0.747115;-0.009293992;-0.3636712;0.8700942;-0.3599387;-0.4123251;0.7563684;-0.6463156;-0.4576478;0.6769462;-0.6681114;-0.432284;0.5395194;-0.1069983;0.04990867;0.9340458;-0.6420696;-0.2096025;0.9270992;-0.5356933;-0.3199005;0.9419999;0.2323698;-0.4761227;0.8072221;0.2227482;-0.4123493;0.786;
-0.08468233;-0.3761693;0.8969755;-0.09476926;-0.1299395;0.9260343;-0.1029453;0.1054794;0.941018;-0.112157;0.252959;0.8919387;-0.2771782;-0.01566309;0.8998815;-0.3280152;-0.2194782;0.8535312;-0.1911322;-0.340068;0.730572;-0.1922894;-0.3632186;0.7217174;0.06806009;-0.004974652;0.9287757;0.162046;-0.2441428;0.9055708;0.19377;-0.4265406;0.8294013;0.1923052;-0.4495338;0.8244542;-0.1620975;-0.3673992;0.8692781;-0.461795;-0.340551;0.8731075;-0.8116013;-0.3207683;0.9038135;-0.8564391;-0.2871639;0.777017;-0.002144187;-0.3628047;0.8721222;-0.3471363;-0.3532309;0.820227;-0.6660719;-0.3515572;0.7895073;-0.6984115;-0.3205587;0.6547942;-0.1010128;0.04798586;0.9389364;-0.1924892;-0.392978;0.7010494;-0.1770588;-0.3393655;0.7;0.2381039;-0.4731809;0.8079522;0.2365582;-0.412771;0.812;
-0.08262296;-0.3768749;0.899348;-0.08991168;-0.1315702;0.9304577;-0.09457147;0.1026073;0.9472601;-0.1045776;0.2502751;0.8974431;-0.259469;-0.0159677;0.9162182;-0.3257017;-0.2221423;0.8647975;-0.1901043;-0.3441871;0.7319652;-0.1876012;-0.3713088;0.729512;0.08117689;-0.007157157;0.934839;0.1688581;-0.2465848;0.9062806;0.1995393;-0.4294657;0.8307153;0.1990615;-0.4518897;0.8242979;-0.1607116;-0.3687159;0.871087;-0.4624247;-0.3465303;0.8867514;-0.8075061;-0.3324889;0.930362;-0.8573695;-0.2987745;0.8052065;0.0006323796;-0.3628404;0.8753477;-0.3378204;-0.4279905;0.7782568;-0.6369854;-0.4920824;0.7081196;-0.6643505;-0.4675523;0.5706614;-0.09361461;0.04553978;0.9449255;-0.1887679;-0.4077216;0.7131162;-0.1630245;-0.331184;0.7154616;0.2477414;-0.475904;0.8086501;0.2401551;-0.4111706;0.7975;
-0.07941552;-0.3787013;0.9032901;-0.08310857;-0.1341591;0.9361274;-0.08405849;0.09941715;0.95413;-0.09447571;0.2471492;0.9049945;-0.2496426;-0.01680769;0.9237759;-0.3198335;-0.2289276;0.8757867;-0.1804149;-0.3347441;0.7468541;-0.1756329;-0.3596233;0.744352;0.09185778;-0.009678341;0.9391849;0.1795433;-0.2498131;0.9077052;0.2075508;-0.4331216;0.8311379;0.2058101;-0.4531517;0.8255986;-0.157905;-0.370694;0.8749948;-0.4817528;-0.3580579;0.9214632;-0.7974293;-0.355183;0.9881153;-0.8573648;-0.3222848;0.8678014;0.00388684;-0.3645587;0.8792413;-0.3401181;-0.4407798;0.7733734;-0.6307064;-0.5111811;0.6983994;-0.6578478;-0.486537;0.5602641;-0.0840525;0.04253685;0.9516349;-0.1732451;-0.3925412;0.7195639;-0.1551832;-0.3512234;0.7476;0.2495937;-0.4730069;0.8048779;0.2455379;-0.4186493;0.804;
-0.07387719;-0.3818914;0.9108138;-0.07425164;-0.1372534;0.9443991;-0.07262295;0.09630225;0.9622223;-0.08349629;0.2444572;0.9145339;-0.2373065;-0.01875388;0.9351662;-0.308216;-0.2332001;0.8867441;-0.1749912;-0.3367221;0.754346;-0.1662095;-0.3621806;0.7540324;0.1031887;-0.01243315;0.9440005;0.1901116;-0.2530756;0.9086781;0.2144361;-0.4368984;0.8306059;0.2126732;-0.4553877;0.825363;-0.1525569;-0.3737084;0.8827533;-0.4987016;-0.3728856;0.9405645;-0.7941118;-0.380338;1.008591;-0.8575139;-0.3489802;0.8883096;0.009310404;-0.3673827;0.8851236;-0.3336682;-0.4404409;0.7837922;-0.6341416;-0.5110274;0.7107431;-0.6634062;-0.485311;0.5716617;-0.07320861;0.03947998;0.9599116;-0.1633695;-0.3956105;0.7304595;-0.1391363;-0.3160241;0.7431667;0.2305679;-0.4762147;0.8100353;0.2385325;-0.4374997;0.79625;
-0.01858149;-0.3959266;0.9438642;-0.01777134;-0.149252;0.9769851;-0.01667386;0.08631569;0.9938834;-0.02608457;0.235974;0.947952;-0.1832135;-0.02720023;0.9771473;-0.2503388;-0.2560985;0.9244617;-0.3101519;-0.4340656;0.8505394;-0.2799347;-0.433036;0.8477013;0.1598587;-0.02423877;0.9641551;0.2355541;-0.2580233;0.9153544;0.2469677;-0.4422204;0.8311101;0.2517129;-0.4597909;0.8268526;-0.09759815;-0.385967;0.9191315;-0.458221;-0.384834;0.9947027;-0.742417;-0.3914623;1.071756;-0.813693;-0.3602824;0.9552889;0.06163962;-0.3824438;0.9129719;-0.2050384;-0.3684457;0.7793907;-0.587704;-0.3602645;0.6154038;-0.6052066;-0.3255697;0.4781371;-0.01698367;0.02901613;0.9919249;-0.2977248;-0.4737892;0.8070744;-0.2423957;-0.4470403;0.8137143;0.2929739;-0.476177;0.8058391;0.2867957;-0.4298421;0.8111429;
